IndividualID,Forenames,Surname,Portrait Filename,Alias,Gender,has Portrait?,is Dragoman?,Apprentice only,BirthDate,BirthLocation,DeathDate,DeathLocation,Occupation,LifeSpan,Relation,BudgieCode,Ahnentafel,HasRangedBirthDate,HasParents,CensusFactCount,MarriageDates,MarriageLocations,RelationToRoot,BirthStart,BirthEnd,DeathStart,DeathEnd,FamilyIDsAsParent,FamilyIDsAsChild,ChildrenCount,MarriageCount
I0258,Tommaso,Fornetti,,,M,,,,ca. 1585,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1584 12:00:00 AM,12/31/1585 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0083,F0117,5,1
I0259,Giovanni Battista,Fornetti,,,M,,Y,,1618,,1694,,French Grand Dragoman,75 to 76,By Marriage,,0,FALSE,TRUE,0,1663,,,1/1/1618 12:00:00 AM,12/31/1618 12:00:00 AM,1/1/1694 12:00:00 AM,12/31/1694 12:00:00 AM,F0116,F0083,4,1
I0260,Paolo,Fornetti,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0083,0,0
I0261,Catarina,Fornetti,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0083,0,0
I0262,Subru,Fornetti,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0083,0,0
I0357,Charles,Fornetti,,,M,,,,1700,,1760,,,59 to 60,By Marriage,,0,FALSE,FALSE,0,1721,,,1/1/1700 12:00:00 AM,12/31/1700 12:00:00 AM,1/1/1760 12:00:00 AM,12/31/1760 12:00:00 AM,F0113,,0,1
I0362,Domenico,Fornetti,,,M,,Y,,ca. 1570,,> 1610,,French Dragoman,>= 110,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1569 12:00:00 AM,12/31/1570 12:00:00 AM,1/1/1611 12:00:00 AM,1/1/1611 12:00:00 AM,F0117,F0138,1,1
I0363,Tommaso,Fornetti,,,M,,,,1663,,1712,,,48 to 49,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1663 12:00:00 AM,12/31/1663 12:00:00 AM,1/1/1712 12:00:00 AM,12/31/1712 12:00:00 AM,,F0116,0,0
I0364,Anna Vittoria,Fornetti,,,F,,,,ca. 1664,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1663 12:00:00 AM,12/31/1664 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0116,0,0
I0365,Domenico,Fornetti,,,M,,,,ca. 1668,,1732,,,63 to 65,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1667 12:00:00 AM,12/31/1668 12:00:00 AM,1/1/1732 12:00:00 AM,12/31/1732 12:00:00 AM,,F0116,0,0
I0366,Annetta,Fornetti,,,F,,,,ca. 1671,,,,,>= 110,Marr to Direct/Blood,0-01.03.01.03.01.01*s,0,FALSE,TRUE,0,ABT 1693,,,1/1/1670 12:00:00 AM,12/31/1671 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0118,F0116,0,1
I0443,Tommaso,Fornetti,,,M,,,,< 1550,,1592,,,>= 42,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1549 12:00:00 AM,12/31/1549 12:00:00 AM,1/1/1592 12:00:00 AM,12/31/1592 12:00:00 AM,F0138,,1,1
I0015,Stefano,Fortis,,,M,,,,ca. 1625,,,,,>= 110,Marr to Direct/Blood,0-00.01*s,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1624 12:00:00 AM,12/31/1625 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0005,,1,1
I0016,Maria,Fortis,,,F,,,,ca. 1660,Istanbul,,,,>= 110,Descendant,0-00.01.01,0,FALSE,TRUE,0,UNKNOWN,,great granddaughter,1/1/1659 12:00:00 AM,12/31/1660 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0006,F0005,5,1
I0068,Pietro,Fortis,,,M,,Y,,ca. 1610,,1682,,Admitted to Bailo's House,71 to 73,Unknown,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1609 12:00:00 AM,12/31/1610 12:00:00 AM,1/1/1682 12:00:00 AM,12/31/1682 12:00:00 AM,F0027,F0026,3,1
I0069,Ascanio,Fortis,,,M,,,,< 1590,,> 1646,,,>= 110,Unknown,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1589 12:00:00 AM,12/31/1589 12:00:00 AM,1/1/1647 12:00:00 AM,1/1/1647 12:00:00 AM,F0026,,4,1
I0070,Giacomo,Fortis,,,M,,,,UNKNOWN,,,,,Unknown,Unknown,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0026,0,0
I0071,Giacomo,Fortis,,,M,,Y,,< 1660,,> 1701,,Elected Public Dragoman in Lieu of Deceased Father,>= 110,Unknown,,0,FALSE,TRUE,0,,,,12/31/1659 12:00:00 AM,12/31/1659 12:00:00 AM,1/1/1702 12:00:00 AM,1/1/1702 12:00:00 AM,,F0027,0,0
I0072,Stefano,Fortis,,,M,,Y,,< 1665,,,,Gdl,>= 110,Unknown,,0,FALSE,TRUE,0,,,,12/31/1664 12:00:00 AM,12/31/1664 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0027,0,0
I0073,Alvise,Fortis,,,M,,Y,,< 1657,,> 1719,,Gdl,>= 110,Unknown,,0,FALSE,TRUE,0,,,,12/31/1656 12:00:00 AM,12/31/1656 12:00:00 AM,1/1/1720 12:00:00 AM,1/1/1720 12:00:00 AM,,F0027,0,0
I0267,Angela,Fortis,,,F,,,,UNKNOWN,,,,,Unknown,Unknown,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0026,0,0
I0268,Battistina,Fortis,,,F,,,,UNKNOWN,,,,,Unknown,Unknown,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0026,0,0
I0320,Smaragda,Fortis,,,F,,,,ca. 1660,,,,,>= 110,Unknown,,0,FALSE,FALSE,0,ABT 1680,,,1/1/1659 12:00:00 AM,12/31/1660 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0105,,5,1
I0004,Caterina,Gagliano,,,F,,,,UNKNOWN,,> 1587,,,Unknown,Marr to Direct/Blood,0-01*s,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1588 12:00:00 AM,1/1/1588 12:00:00 AM,F0001,F0029,4,1
I0075,Odoardo,Gagliano,,,M,,,,< 1565,,ca. 1626,,,>= 60,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1564 12:00:00 AM,12/31/1564 12:00:00 AM,1/1/1625 12:00:00 AM,12/31/1626 12:00:00 AM,F0078,F0029,4,1
I0076,Benetto,Gagliano,,,M,,,,UNKNOWN,,< 1585,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/1584 12:00:00 AM,12/31/1584 12:00:00 AM,F0029,F0030,3,1
I0077,Domenico,Gagliano,,,M,,,,< 1567,,< 1587,,,Unknown,By Marriage,,0,FALSE,FALSE,0,,,,12/31/1566 12:00:00 AM,12/31/1566 12:00:00 AM,12/31/1586 12:00:00 AM,12/31/1586 12:00:00 AM,,"F0029,F0030",0,0
I0250,Elisabetta,Gagliano,,,F,,,,ca. 1590,,> 1640,,,>= 110,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1589 12:00:00 AM,12/31/1590 12:00:00 AM,1/1/1641 12:00:00 AM,1/1/1641 12:00:00 AM,F0080,F0078,2,1
I0414,Libania,Gagliano,,,F,,,,ca. 1600,,> 1640,,,>= 110,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,1/1/1599 12:00:00 AM,12/31/1600 12:00:00 AM,1/1/1641 12:00:00 AM,1/1/1641 12:00:00 AM,F0163,F0078,0,1
I0415,Assanina,Gagliano,,,F,,,,ca. 1598,,ca. 1608,,,8 to 11,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1597 12:00:00 AM,12/31/1598 12:00:00 AM,1/1/1607 12:00:00 AM,12/31/1608 12:00:00 AM,,F0078,0,0
I0416,Domenico,Gagliano,,,M,,,,ca. 1598,,ca. 1605,,,5 to 8,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1597 12:00:00 AM,12/31/1598 12:00:00 AM,1/1/1604 12:00:00 AM,12/31/1605 12:00:00 AM,,F0078,0,0
I0457,Geronima,Giustiniani,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0143,,2,1
I0114,UNKNOWN,Gravisi,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0044,,0,1
I0213,Lucrezio,Gravisi,,,M,,,,1558,Koper,30 Dec 1613,,Venetian Mercenary; Ennobled By Poland; Polish Dragoman,54 to 55,By Marriage,,0,FALSE,FALSE,0,UNKNOWN; UNKNOWN,,,1/1/1558 12:00:00 AM,12/31/1558 12:00:00 AM,12/30/1613 12:00:00 AM,12/30/1613 12:00:00 AM,"F0072,F0073",,0,2
I0023,Ambrosio,Grillo,,,M,,Y,,< 1565,,> 1611,,Elected Sub-Prior of Magnifica Comunita; Employed as Dragoman By Bailo Due to Absence of Permanent Dragomans,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1564 12:00:00 AM,12/31/1564 12:00:00 AM,1/1/1612 12:00:00 AM,1/1/1612 12:00:00 AM,F0009,F0010,3,1
I0025,Giovanni Antonio,Grillo,,,M,,Y,,< 1588,,1649,,"Admitted as Gdl, Annual Stipend of 50 Silver Ducats + Room and Board in Bailo's House",>= 61,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1587 12:00:00 AM,12/31/1587 12:00:00 AM,1/1/1649 12:00:00 AM,12/31/1649 12:00:00 AM,F0011,F0009,5,1
I0026,Agostino,Grillo,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0009,0,0
I0027,Giacomo,Grillo,,,M,,,,< 1555,,,,,>= 110,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/1554 12:00:00 AM,12/31/1554 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0010,,2,1
I0028,Francesco,Grillo,,,M,,,,UNKNOWN,,< 1609,,"Merchant B/W Levant and Venice, Died Young Without Children",Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/1608 12:00:00 AM,12/31/1608 12:00:00 AM,,F0010,0,0
I0030,Ambrosio,Grillo,,,M,,Y,,> 1620,,> 1683,,"Writes to Ven Gvt to Protest Promotion of Christoforo Tarsia to Position of Grand Dragoman, Si Sa Molto Bene Quando Il Tarsia Proibiva Al Sanguinazzo Acciò Non Scrivesse a Vostra Signoria Illustrissima Mentre Hera in Andrinopoli [...] Perché Poi Stette Un Pezzo a Scriver Et Avvisarla Delli Avvisi Di Costantinopoli. [See Luca 2008: 151 = Senato, Secreta, Materie Miste Notabili, B. 151, Cc. 37R-38R]",Unknown,By Marriage,,0,FALSE,TRUE,0,ABT 1650; AFT 1683,,,1/1/1621 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1684 12:00:00 AM,1/1/1684 12:00:00 AM,"F0028,F0050",F0011,2,2
I0031,Battistina,Grillo,,,F,,,,ca. 1630,,> 1683,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,1655; UNKNOWN,,,1/1/1629 12:00:00 AM,12/31/1630 12:00:00 AM,1/1/1684 12:00:00 AM,1/1/1684 12:00:00 AM,"F0085,F0086",F0011,3,2
I0032,Sobrana,Grillo,,,F,,,,UNKNOWN,,19 Apr 1673,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,4/19/1673 12:00:00 AM,4/19/1673 12:00:00 AM,,F0011,0,0
I0033,Gioia,Grillo,,,F,,,,UNKNOWN,,1658,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1658 12:00:00 AM,12/31/1658 12:00:00 AM,,F0011,0,0
I0035,Vittoria,Grillo,,,F,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0011,0,0
I0270,Cassandra,Grillo,,,F,,,,< 1650,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/1649 12:00:00 AM,12/31/1649 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0096,F0028,1,1
I0277,Tommaso,Grillo,,,M,,,,ca. 1651,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1650 12:00:00 AM,12/31/1651 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0028,0,0
I0455,[daughter],Grillo,,,F,,,,ca. 1590,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,,,,1/1/1589 12:00:00 AM,12/31/1590 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0009,0,0
I0492,Smeralda,Grillo,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0054,F0160,2,1
I0493,Amichetto,Grillo,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0160,,1,1
I0269,Constantino,Gulianò,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,1655,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0085,F0087,3,1
I0272,Demetrius,Gulianò,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0087,,3,1
I0274,Demetrius,Gulianò,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0087,0,0
I0275,Tudorache,Gulianò,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0087,0,0
I0278,Zamfira,Gulianò,,,F,,,,ca. 1690,,,,,>= 110,Linked by Marriages,,0,FALSE,TRUE,0,1709,,,1/1/1689 12:00:00 AM,12/31/1690 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0089,F0085,1,1
I0279,Demetrius,Gulianò,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0085,0,0
I0280,Antonio,Gulianò,,,M,,Y,,UNKNOWN,,> 1679,,Gdl,Unknown,Linked by Marriages,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1680 12:00:00 AM,1/1/1680 12:00:00 AM,,F0085,0,0
I0284,Maria,Gulianò,,,F,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0092,,0,1
I0454,Cassandra,Ilias,,,F,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0142,,1,1
I0388,Cecilia,Imberti,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0125,F0156,5,1
I0439,Francesco,Imberti,,,M,,Y,,< 1685,,,,Gdl Under Lorenzo Soranzo,>= 110,Unknown,,0,FALSE,FALSE,0,,,,12/31/1684 12:00:00 AM,12/31/1684 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,,0,0
I0483,Sebastiano,Imberti,,,M,,,,UNKNOWN,,,,"Secretary to Bailo Pietro Civran, in Charge of Inventorying The Bailo's Archives. See Pedani 2013:  382",Unknown,Linked by Marriages,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0156,F0158,1,1
I0486,Martino,Imberti,,,M,,,,UNKNOWN,,,,,Unknown,Linked by Marriages,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0158,,1,1
I0360,Anne,Joulin,,,F,,,,1668,,1721,,,52 to 53,Linked by Marriages,,0,FALSE,FALSE,0,1686,,,1/1/1668 12:00:00 AM,12/31/1668 12:00:00 AM,1/1/1721 12:00:00 AM,12/31/1721 12:00:00 AM,F0115,,1,1
I0464,Adam,Kalnoky,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0148,,0,1
I0466,Maria Judith,Khuen von Belasi und Lichtenberg,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0150,,4,1
I0394,Anna Maria,Lanfranchi Chiccoli,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,1752,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0127,,0,1
I0349,Charles,Leduc,,,M,,,,< 1670,,,,Physician,>= 110,By Marriage,,0,FALSE,FALSE,0,1693,,,12/31/1669 12:00:00 AM,12/31/1669 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0111,,3,1
I0350,Maria Laura,Leduc,,,F,,,,1696,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1696 12:00:00 AM,12/31/1696 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0111,0,0
I0351,Theresa Maria,Leduc,,,F,,,,1697,,1792,,,94 to 95,By Marriage,,0,FALSE,TRUE,0,ABT 1715,,,1/1/1697 12:00:00 AM,12/31/1697 12:00:00 AM,1/1/1792 12:00:00 AM,12/31/1792 12:00:00 AM,F0135,F0111,3,1
I0376,Elena Margarita,Leduc,,,F,,,,1694,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1694 12:00:00 AM,12/31/1694 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0111,0,0
I0456,Michele,Mamuca,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0143,,2,1
I0458,Veronica,Mamuca,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0144,F0143,0,1
I0089,Pantaleone,Mamuca della Torre,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0034,F0143,5,1
I0093,Vittoria,Mamuca della Torre,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0038,F0034,0,1
I0094,Girolama,Mamuca della Torre,,,F,,,,UNKNOWN,,28 Oct 1689,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,10/28/1689 12:00:00 AM,10/28/1689 12:00:00 AM,F0037,F0034,4,1
I0130,Vittoria,Mamuca della Torre,,,F,,,,1677,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1677 12:00:00 AM,12/31/1677 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0036,0,0
I0131,Maria Francesca,Mamuca della Torre,,,F,,,,1678,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1678 12:00:00 AM,12/31/1678 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0036,0,0
I0132,Lucia,Mamuca della Torre,,,F,,,,1680,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1680 12:00:00 AM,12/31/1680 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0036,0,0
I0461,Anonym,Mamuca della Torre,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0147,F0034,0,1
I0463,Maria Francesca,Mamuca della Torre,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0148,F0034,0,1
I0467,Johann Michael II Wenzeslaus,Mamuca von Thurn,,,M,,,,1737,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1737 12:00:00 AM,12/31/1737 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0150,0,0
I0468,Johann III Veit,Mamuca von Thurn,,,M,,,,1739,,1744,,,4 to 5,By Marriage,,0,FALSE,TRUE,0,,,,1/1/1739 12:00:00 AM,12/31/1739 12:00:00 AM,1/1/1744 12:00:00 AM,12/31/1744 12:00:00 AM,,F0150,0,0
I0469,Josefa Franziska Lucia,Mamuca von Thurn,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0150,0,0
I0470,Maria Josefa,Mamuca von Thurn,,,F,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0150,0,0
I0498,Giambattista,Manzioli,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0162,,0,1
I0103,Giovanni,Mascellini,,,M,,,,1612,,1675,,Bailate Physician,62 to 63,By Marriage,,0,FALSE,FALSE,0,UNKNOWN,,,1/1/1612 12:00:00 AM,12/31/1612 12:00:00 AM,1/1/1675 12:00:00 AM,12/31/1675 12:00:00 AM,F0041,,3,1
I0104,Laura,Mascellini,,,F,,,,< 1670,,,,,>= 110,By Marriage,,0,FALSE,TRUE,0,BEF 1686,,,12/31/1669 12:00:00 AM,12/31/1669 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,F0047,F0041,10,1
I0105,Francesco,Mascellini,,,M,,Y,,UNKNOWN,,> 1697,,Gdl,Unknown,By Marriage,,0,FALSE,TRUE,0,BEF 1684,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/1698 12:00:00 AM,1/1/1698 12:00:00 AM,F0102,F0041,5,1
I0312,Giovanni,Mascellini,,,M,,Y,,1684,,> 1768,,"Venetian Public Dragoman, Translated Doc From Greek to Italian",>= 110,By Marriage,,0,FALSE,TRUE,0,BEF 1771,,,1/1/1684 12:00:00 AM,12/31/1684 12:00:00 AM,1/1/1769 12:00:00 AM,1/1/1769 12:00:00 AM,F0103,F0102,7,1
I0314,Paolo,Mascellini,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0103,0,0
I0315,Mario,Mascellini,,,M,,,,UNKNOWN,,,,,Unknown,By Marriage,,0,FALSE,TRUE,0,,,,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,12/31/9999 12:00:00 AM,1/1/2001 12:00:00 AM,,F0103,0,0
